Year,Month,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Data_Reliability,Region_Europe,Region_Middle East,Region_North America,Model_Model 3,Model_Model S,Model_Model X,Model_Model Y,Quarter,is_quarter_end,years_active,lag_1_deliveries,lag_3_deliveries,lag_12_deliveries,rolling_mean_3,rolling_mean_6,rolling_std_3,production_efficiency,price_per_km
2015,-1.3035722838802226,8689.0,-0.4596108209615758,0.0419976599500774,1.5812225074354402,1.5287469334629231,0.4210992284136379,Estimated (Region),-0.9418332937618978,-1.231731493222399,False,False,True,False,False,False,True,0,0,12,5325.0,11986.0,2161.0,5937.0,7280.666666666667,2502.7632728646163,16079.152464639139,0.016608091301791462
2015,-1.3035722838802226,4718.0,-1.287350407484839,-1.4422633544850532,0.6211757244059766,0.4778196148140081,-0.9887376978402336,Estimated (Region),1.3980956834643932,-1.231731493222399,False,True,False,False,False,True,False,0,0,12,8689.0,3797.0,8795.0,6244.0,6477.5,2139.0724625407165,-16418.977934628223,-0.9759400538654849
2015,-1.3035722838802226,7142.0,-0.661029018703198,-0.954722605109166,-1.298917841652951,-1.235109164401153,-1.042170429564933,Official (Quarter),-0.8896555008731509,1.2205846018810202,False,True,False,False,False,False,False,0,0,12,4718.0,5325.0,6367.0,6849.666666666667,6942.833333333333,2001.5754628125658,21069.650188570227,4.060763039760453
2015,-1.3035722838802226,2324.0,-1.9326868009483813,-1.606666982983034,1.5812225074354402,1.6197721342907825,-1.4199089781645562,Interpolated (Month),0.0287889640083278,-0.0055734456706894,True,False,False,True,False,False,False,0,0,12,7142.0,8689.0,8803.0,4728.0,5332.5,2409.0155665748634,-2491.7260517001996,-0.6132850113004147
2015,-1.3035722838802226,9861.0,0.155442416897457,-0.8928411809357789,0.6211757244059766,0.68469507124096,0.3348762988419849,Official (Quarter),0.9244596960820112,1.2205846018810202,True,False,False,False,False,False,True,0,0,12,2324.0,4718.0,11446.0,6442.333333333333,6343.166666666667,3816.902190695137,8534.393281560773,-0.5299719790110771
2015,-1.3035722838802226,18761.0,1.9294719277755907,0.3208423097529228,-0.2428663803205408,-0.1841818457522376,1.7020406619219712,Estimated (Region),-1.6527196874837204,-1.231731493222399,False,False,False,True,False,False,False,0,0,12,9861.0,7142.0,9446.0,10315.333333333334,8582.5,8227.913242939143,6404.225902326914,0.3932767468857817
2015,-1.3035722838802226,7191.0,-0.7558692889684839,-0.2490023938590035,-0.5788827543808531,-0.4738074847499702,-0.7538828611022069,Estimated (Region),1.2672187885942767,-1.231731493222399,False,False,True,False,False,True,False,0,0,12,18761.0,2324.0,13902.0,11937.666666666666,8332.833333333334,6058.104764143098,29455.53211890526,-0.4732153853246764
2015,-1.3035722838802226,8629.0,-0.1894099519631991,-0.6105103517209384,-0.2428663803205408,-0.2338319552947061,-0.3770221157264658,Interpolated (Month),0.7218023016025134,-0.0055734456706894,False,False,True,False,False,False,False,0,0,12,7191.0,9861.0,9537.0,11527.0,8984.666666666666,6305.951791759905,10645.331781334975,-0.79683609351754
2015,-1.3035722838802226,9893.0,-0.1612395746566786,-0.7655325093889511,-0.2428663803205408,-0.1014316631814569,-0.0563690929122128,Official (Quarter),-0.881583798105831,1.2205846018810202,True,False,False,False,False,True,False,0,0,12,8629.0,18761.0,4350.0,8571.0,9443.166666666666,1351.9334303137791,11794.786331210844,-0.8519469004431911
2015,-1.3035722838802226,10274.0,0.2491089214416379,-1.2565390598825794,-0.5788827543808531,-0.6227578133773755,-0.2523174254691386,Interpolated (Month),-1.317744022639942,-0.0055734456706894,False,False,False,False,False,False,True,0,0,12,9893.0,7191.0,11986.0,9598.666666666666,10768.166666666666,861.092523096855,8225.06334206823,-3.3308550963828507
2015,-1.3035722838802226,11172.0,0.1230464829949583,-1.175518441152923,0.6211757244059766,0.6350449616984916,0.6310640963196507,Official (Quarter),0.6831734383589106,1.2205846018810202,False,True,False,False,False,False,True,0,0,12,10274.0,8629.0,3797.0,10446.333333333334,10986.666666666666,656.6843483236837,9947.940863682092,-0.7189517528201729
2015,-1.3035722838802226,5052.0,-1.186406555469807,1.386239911603205,-0.5788827543808531,-0.457257448235814,-1.1520657299483763,Official (Quarter),0.9875919427264064,1.2205846018810202,False,True,False,True,False,False,False,0,0,12,11172.0,9893.0,5325.0,8832.666666666666,8701.833333333334,3304.7967158863667,-27102.051144431425,2.5541389874393094
2015,-1.3035722838802226,13254.0,0.9911636103242344,0.1966614578581742,-0.5788827543808531,-0.564832685577829,0.3250222497480817,Estimated (Region),-0.873512095338511,-1.231731493222399,False,False,False,False,False,False,False,0,0,12,5052.0,10274.0,8689.0,9826.0,9712.333333333334,4263.44790046741,6656.409313266709,0.4519214824746374
2015,-1.3035722838802226,7992.0,-0.3992792628967775,-1.0858867505223813,0.6211757244059766,0.7757202720688188,-0.0905751024105892,Official (Quarter),0.1556300074947844,1.2205846018810202,False,False,True,True,False,False,False,0,0,12,13254.0,11172.0,4718.0,8766.0,9606.166666666666,4155.419112436191,13304.0188333414,-0.6115190368679292
2015,-1.3035722838802226,12347.0,0.4362071773857788,1.1711967189176498,-0.2428663803205408,-0.3000321013513307,0.3264097451664761,Interpolated (Month),-1.0649267609635271,-0.0055734456706894,False,False,False,False,True,False,False,0,0,12,7992.0,5052.0,7142.0,11197.666666666666,10015.166666666666,2812.9853062775296,8596.949099275724,1.6732149019672424
2015,-1.3035722838802226,6790.0,-0.8206611567734813,1.6460398028475398,-1.298917841652951,-1.1771840366016064,-1.074479251450403,Interpolated (Month),-0.8392073585774011,-0.0055734456706894,True,False,False,False,True,False,False,0,0,12,12347.0,13254.0,2324.0,9043.0,9434.5,2923.784020751186,37861.29026952465,-9.290000580292775
2015,-1.3035722838802226,6766.0,-0.6917816805961496,1.0766245345096308,0.6211757244059766,0.6681450347268039,-0.4372507433779949,Interpolated (Month),1.304406276343715,-0.0055734456706894,False,False,True,False,True,False,False,0,0,12,6790.0,7992.0,9861.0,8634.333333333334,8700.166666666666,3215.2860422259955,21951.97226786085,0.6454022354752578
2015,-1.3035722838802226,5076.0,-1.293453989234585,1.3866067208997623,-1.298917841652951,-1.1854590548586843,-1.337253893954489,Interpolated (Month),0.4799394936817472,-0.0055734456706894,False,True,False,False,True,False,False,0,0,12,6766.0,12347.0,18761.0,6210.666666666667,8704.166666666666,982.7234266737128,-17297.430555432937,-7.476619148934659
2015,-1.013889554129062,1899.0,-2.002643237926241,-0.7927196390805236,-1.298917841652951,-1.3013093104577775,-1.8302961434459908,Estimated (Region),-1.4388195641497414,-1.231731493222399,False,True,False,True,False,False,False,0,0,12,5076.0,6790.0,7191.0,4580.333333333333,6811.666666666667,2471.069876254683,-1893.9937239567753,2.630916508607547
2015,-1.013889554129062,5716.0,-0.9704336627864824,1.58392328274289,-1.298917841652951,-1.1854590548586843,-1.240214163365965,Interpolated (Month),-0.4298567182347458,-0.0055734456706894,False,False,True,False,False,False,False,0,0,12,1899.0,6766.0,8629.0,4230.333333333333,6432.333333333333,2044.1957668807893,193327.9715617483,-8.540555131965945
2015,-1.013889554129062,11364.0,0.397003402300871,-0.0214270472393123,-0.5788827543808531,-0.672407922919844,-0.0845154285424994,Official (Quarter),0.7889703996305687,1.2205846018810202,False,False,True,False,False,False,True,0,0,12,5716.0,5076.0,9893.0,6326.333333333333,6268.5,4761.925695906365,8134.55427616242,-0.06540770897236772
2015,-1.013889554129062,20337.625,4.259866390457506,-0.5590452181003268,-1.298917841652951,-1.3178593469719335,1.57337169904066,Official (Quarter),-1.3852003957668302,1.2205846018810202,False,False,False,True,False,False,False,0,0,12,11364.0,1899.0,10274.0,12472.541666666666,8526.4375,7373.5763290419845,3866.566846050822,1.758781748676057
2015,-1.013889554129062,10745.0,0.0303189910276613,1.6142615925701973,0.6211757244059766,0.7508952172975846,0.5902887207586716,Estimated (Region),0.6972989182017206,-1.231731493222399,False,True,False,False,False,True,False,0,0,12,20337.625,5716.0,11172.0,14148.875,9189.604166666666,5368.543580141165,10428.809032514015,0.9219635627663235
2015,-1.013889554129062,5428.0,-1.1587056844517285,-0.7135340608967871,1.5812225074354402,1.719072353375719,-0.474656487208587,Interpolated (Month),1.092235803602733,-0.0055734456706894,True,False,False,False,False,False,False,0,0,12,10745.0,11364.0,5052.0,12170.208333333334,9248.270833333334,7556.298267353418,-34201.67348606197,-0.26241819568020575
2015,-1.013889554129062,10232.0,0.2164782343949182,0.8422925407660947,0.6211757244059766,0.6929700894980381,0.4310948586726836,Official (Quarter),0.7197843759106833,1.2205846018810202,True,False,False,False,False,False,True,0,0,12,5428.0,20337.625,13254.0,8801.666666666666,10637.104166666666,2932.9187396403076,8411.165700050067,0.49752358059428714
2015,-1.013889554129062,8661.0,-0.2671132427003518,-0.7610532609057898,0.6211757244059766,0.800545326840053,0.0892329773201159,Estimated (Region),0.8423012929146471,-1.231731493222399,False,True,False,False,False,False,False,0,0,12,10232.0,10745.0,7992.0,8107.0,11127.9375,2449.4470804652965,11817.651108763126,-0.42267931251774377
2015,-1.013889554129062,10327.0,-0.0661645512471716,-1.6050625650842714,-0.5788827543808531,-0.4738074847499702,-0.1638008810221805,Interpolated (Month),-0.4641614549958557,-0.0055734456706894,False,False,False,False,False,False,True,0,0,12,8661.0,5428.0,12347.0,9740.0,10955.104166666666,935.6479038612504,11058.693492297907,-3.0503333258581176
2015,-1.013889554129062,6717.0,-0.902590004106612,-0.4556402857124744,-0.2428663803205408,-0.3248571561225649,-0.791713348428226,Estimated (Region),-0.8663052178676897,-1.231731493222399,False,False,True,True,False,False,False,0,0,12,10327.0,10232.0,6790.0,8568.333333333334,8685.0,1806.7831450767114,68955.96225413599,-0.674879827053593
2015,-1.013889554129062,5198.0,-1.2528416952843513,-0.8643548107276747,-0.2428663803205408,-0.225556937037628,-1.0626430660445076,Interpolated (Month),0.7618725403402803,-0.0055734456706894,False,True,False,False,False,False,True,0,0,12,6717.0,8661.0,6766.0,7414.0,7760.5,2634.580991353268,-20558.318097631072,-1.1160985901550664
2015,-1.013889554129062,10257.0,0.1843170536366405,-0.98411605792732,0.6211757244059766,0.6681450347268039,0.4242423302797967,Interpolated (Month),-1.4148927309466144,-0.0055734456706894,False,False,False,False,False,False,False,0,0,12,5198.0,10327.0,5076.0,7390.666666666667,8565.333333333334,2595.908383077743,8660.687582353215,-0.5899463400605878
2015,-1.013889554129062,3940.0,-1.4467477924109011,0.686636667849965,-0.5788827543808531,-0.556557667320751,-1.382333336935793,Interpolated (Month),-1.3739576669123488,-0.0055734456706894,True,False,False,False,False,True,False,0,0,12,10257.0,6717.0,1899.0,6465.0,7516.666666666667,3343.664008240059,-8819.293719925408,1.548423813534788
2015,-1.013889554129062,9691.0,0.0777391261603043,0.4608655458190308,-0.2428663803205408,-0.1428067544668473,-0.1188347029729899,Interpolated (Month),0.0285006889094949,-0.0055734456706894,False,False,True,False,False,True,False,0,0,12,3940.0,5198.0,5716.0,7962.666666666667,7688.333333333333,3495.2073376744474,8991.97195756123,0.5376448638864203
2015,-1.013889554129062,8058.0,-0.4779215662108141,0.1529753652950367,1.5812225074354402,1.4625467874062987,0.2101432923516293,Official (Quarter),0.3334957434746565,1.2205846018810202,False,False,False,False,False,True,False,0,0,12,9691.0,10257.0,11364.0,7229.666666666667,7310.166666666667,2963.629925164966,15434.46248395275,0.06212079546157962
2015,-1.013889554129062,6612.0,-0.7511742260840638,-0.6323633386338507,-0.2428663803205408,-0.3579572291508772,-0.8235124781191838,Official (Quarter),0.2158795031508513,1.2205846018810202,True,False,False,True,False,False,False,0,0,12,8058.0,3940.0,20337.625,8120.333333333333,7292.666666666667,1540.4461474953607,26572.80994626309,-0.9849240071615936
2015,-1.013889554129062,11929.0,0.3052149229104581,1.494820433699797,1.5812225074354402,1.5287469334629231,1.3637749421640175,Official (Quarter),1.6336164392108363,1.2205846018810202,True,False,False,False,True,False,False,0,0,12,6612.0,9691.0,10745.0,8866.333333333334,8414.5,2749.1224660486287,9139.490968583084,0.5911308932969248
2015,-1.013889554129062,5689.0,-1.1556538935768552,0.1136949605431232,-1.298917841652951,-1.2764842556865432,-1.2708806437357842,Interpolated (Month),0.4949297988210557,-0.0055734456706894,False,True,False,False,True,False,False,0,0,12,11929.0,8058.0,5428.0,8076.666666666667,7653.166666666667,3367.986985327185,-36549.037542649174,-0.41121676263556173
2015,-1.013889554129062,14634.0,1.268641826793462,1.2196309540417771,-1.298917841652951,-1.2516592009153091,0.0623325559430813,Official (Quarter),0.2556614667897854,1.2205846018810202,False,False,True,False,True,False,False,0,0,12,5689.0,6612.0,10232.0,10750.666666666666,9435.5,4587.440281173508,6450.55549411427,-4.846359479827719
2015,-1.013889554129062,12060.0,0.6686127901645736,0.5263633716750062,-0.2428663803205408,-0.1759068274951595,0.3466841680148516,Official (Quarter),1.042652486603482,1.2205846018810202,False,False,False,False,True,False,False,0,0,12,14634.0,11929.0,8661.0,10794.333333333334,9830.333333333334,4604.855082772234,7227.560564731458,0.6387182775402918
2015,-0.7242068243779014,7633.0,-0.5079699686711028,0.8902163244707582,-0.2428663803205408,-0.3745072656650333,-0.6318115805165263,Estimated (Region),1.4119328882083704,-1.231731493222399,False,False,False,False,False,False,True,0,0,12,12060.0,5689.0,10327.0,11442.333333333334,9759.5,3541.134611015694,15513.280722691752,1.4232240849563975
2015,-0.7242068243779014,8458.0,-0.3795599987822131,0.1633166040811726,1.5812225074354402,1.7852724994323437,0.4652725519380317,Interpolated (Month),-0.3745078992588375,-0.0055734456706894,True,False,False,False,False,True,False,0,0,12,7633.0,14634.0,6717.0,9383.666666666666,10067.166666666666,2354.193350881207,13632.260949324369,0.058635772303951436
2015,-0.7242068243779014,7509.0,-0.5234636761896891,-0.7543701744538822,-0.5788827543808531,-0.6972329776910782,-0.7801603253526154,Official (Quarter),0.6998933940912163,1.2205846018810202,True,False,False,False,False,False,False,0,0,12,8458.0,12060.0,5198.0,7866.666666666667,9330.5,515.8491381531052,15757.455675066269,-2.491586331632171
2015,-0.7242068243779014,10387.0,0.1678843335411702,-0.1747637708631171,1.5812225074354402,1.4625467874062987,0.8798505197076781,Estimated (Region),-0.5734177174535081,-1.231731493222399,False,True,False,True,False,False,False,0,0,12,7509.0,7633.0,10257.0,8784.666666666666,10113.5,1466.545032835096,8893.860206605672,-0.07096871083094779
2015,-0.7242068243779014,11229.0,0.4312773613571377,1.0721512504052753,-0.2428663803205408,-0.0766066084102227,0.2348633637854728,Official (Quarter),-0.2828364178299893,1.2205846018810202,False,False,False,True,False,False,False,0,0,12,10387.0,8458.0,3940.0,9708.333333333334,9546.0,1950.651515092659,7845.439537555921,1.161099115686096
2015,-0.7242068243779014,13098.0,0.6531190826459873,-0.2255390246685241,-1.298917841652951,-1.3178593469719335,-0.2098713921594808,Interpolated (Month),0.4202665482233461,-0.0055734456706894,False,False,True,False,False,False,True,0,0,12,11229.0,7509.0,9691.0,11571.333333333334,9719.0,1387.5425519000391,7923.204164478764,0.7095560562151373
2015,-0.7242068243779014,9951.0,-0.1455111139938712,0.176927316516026,-1.298917841652951,-1.3013093104577775,-0.6572112415430528,Estimated (Region),1.360619920616122,-1.231731493222399,False,True,False,False,False,False,True,0,0,12,13098.0,10387.0,8058.0,11426.0,10105.333333333334,1582.7220223399747,11645.558137696627,-0.5871949865977302
2015,-0.7242068243779014,14129.0,0.8223760996293319,-1.3311628823430075,1.5812225074354402,1.3384215135501278,1.8658500699915976,Official (Quarter),-1.569408183921025,1.2205846018810202,False,False,True,True,False,False,False,0,0,12,9951.0,11229.0,6612.0,12392.666666666666,11050.5,2176.474749068609,7753.064805269239,-0.5692570285679899
2015,-0.7242068243779014,15110.0,1.2268557671221232,1.503305259582625,0.6211757244059766,0.7591702355546627,1.6924414589253238,Estimated (Region),-0.2263344984587496,-1.231731493222399,False,False,False,False,False,True,False,0,0,12,14129.0,13098.0,11929.0,13063.333333333334,12317.333333333334,2739.6266777306105,6785.351895299176,0.854553601009874
2015,-0.7242068243779014,10279.0,0.251691206028069,0.2671966986472215,1.5812225074354402,1.5121968969487674,0.8749801276267835,Estimated (Region),0.5151090557393557,-1.231731493222399,True,False,False,True,False,False,False,0,0,12,15110.0,9951.0,5689.0,13172.666666666666,12299.333333333334,2553.5407444043776,8212.089332014924,0.10635977576906888
2015,-0.7242068243779014,12380.0,0.6977221800479783,0.882672379344546,0.6211757244059766,0.7343451807834285,0.9901988798195772,Interpolated (Month),1.0213201292898506,-0.0055734456706894,False,True,False,False,False,True,False,0,0,12,10279.0,14129.0,14634.0,12589.666666666666,12491.166666666666,2422.3150772212243,7292.1236145069015,0.508936968905942
2015,-0.7242068243779014,11123.0,0.1373664247924396,-0.6252185098560604,0.6211757244059766,0.7591702355546627,0.6899052285527854,Official (Quarter),-1.629657679577092,1.2205846018810202,True,False,False,False,False,False,True,0,0,12,12380.0,15110.0,12060.0,11260.666666666666,12162.0,1057.243743577269,9779.609945871103,-0.3554053480554316
2015,-0.7242068243779014,15221.0,1.2430537340733725,1.3807183879237288,-1.298917841652951,-1.3178593469719335,0.0976145822965391,Estimated (Region),-1.6726106693031877,-1.231731493222399,False,False,False,False,False,False,False,0,0,12,11123.0,10279.0,7633.0,12908.0,13040.333333333334,2099.4020577297556,6785.8383278044585,-4.343803009340619
2015,-0.7242068243779014,11775.0,0.4592129855194373,-1.3946184054895612,-0.2428663803205408,-0.2421069735517841,0.2486816855033601,Interpolated (Month),-0.0723955956820045,-0.0055734456706894,False,False,True,False,False,True,False,0,0,12,15221.0,12380.0,8458.0,12706.333333333334,12648.0,2202.0302752989724,8069.418321279839,-1.8401256599830325
2015,-0.7242068243779014,6410.0,-0.9176142053367564,-1.327703045604072,-0.2428663803205408,-0.3662322474079552,-0.8654488192343295,Estimated (Region),0.9241714209831782,-1.231731493222399,False,True,False,False,False,False,False,0,0,12,11775.0,11123.0,7509.0,11135.333333333334,11198.0,4440.192600927721,77804.67526229763,-2.094936260442257
2015,-0.7242068243779014,8239.0,-0.4589065615289127,0.4424997323812482,-0.2428663803205408,-0.2421069735517841,-0.4586861317805371,Estimated (Region),1.252516758553801,-1.231731493222399,False,False,True,False,False,False,False,0,0,12,6410.0,15221.0,10387.0,8808.0,10858.0,2727.384644673348,15226.575327322587,0.5838551311851694
2015,-0.7242068243779014,13598.0,1.0425745489086344,1.0604829373348474,0.6211757244059766,0.5274697243564767,1.150525391226704,Official (Quarter),-1.0963487467363089,1.2205846018810202,False,False,False,False,True,False,False,0,0,12,8239.0,11775.0,11229.0,9415.666666666666,11061.0,3735.6718717431936,6657.284556524771,0.6942742762260832
2015,-0.7242068243779014,10522.0,0.2124874309431611,-1.1681201262758854,-0.2428663803205408,-0.3910573021791895,-0.0824200272983935,Estimated (Region),0.5122263047510272,-1.231731493222399,True,False,False,False,True,False,False,0,0,12,13598.0,6410.0,13098.0,10786.333333333334,10960.833333333334,2689.2609269710683,8678.028102786371,-1.9182759403408105
2015,-0.7242068243779014,18488.0,2.1116403676910904,-0.8730941167728844,1.5812225074354402,1.4956468604346111,3.2407164484553244,Interpolated (Month),0.9114873166345324,-0.0055734456706894,False,False,True,False,True,False,False,0,0,12,10522.0,8239.0,9951.0,14202.666666666666,11505.333333333334,4017.275859750397,5941.560661047255,-0.3498468195219082
2015,-0.7242068243779014,10084.0,0.1871340913672926,-1.4173983562752088,0.6211757244059766,0.5357447426135546,0.3130161669440157,Estimated (Region),1.5762496945430982,-1.231731493222399,False,True,False,False,True,False,False,0,0,12,18488.0,13598.0,14129.0,13031.333333333334,11223.5,4730.683812445437,8494.40688573408,-0.9229387651121357
2015,-0.4345240946267408,7896.0,-0.4539767455002717,0.1301929293515536,0.6211757244059766,0.5357447426135546,-0.212051742102672,Interpolated (Month),1.1049199079513787,-0.0055734456706894,False,False,False,False,False,False,True,0,0,12,10084.0,10522.0,15110.0,12156.0,11471.166666666666,5591.735329931125,14460.922561319096,0.08477510991181335
2015,-0.4345240946267408,14717.0,1.4648954553622222,-1.2116715232843251,0.6211757244059766,0.6515949982126477,1.512350216864334,Official (Quarter),-0.3926692304853074,1.2205846018810202,False,True,False,True,False,False,False,0,0,12,7896.0,18488.0,10279.0,10899.0,12550.833333333334,3482.768869735681,5970.638619980458,-0.733637195920061
2015,-0.4345240946267408,13430.0,0.7038257617977244,-0.0210532795008156,0.6211757244059766,0.4116194687573836,1.030407930719987,Interpolated (Month),-0.0891155514143102,-0.0055734456706894,False,False,True,False,False,False,False,0,0,12,14717.0,10084.0,12380.0,12014.333333333334,12522.833333333334,3624.1680884491666,7882.261379725745,-0.014914273971687512
2015,-0.4345240946267408,7602.0,-0.4502206951927356,0.1974646608706898,1.5812225074354402,1.7025223168615629,0.1726525998219516,Official (Quarter),1.5580883633166285,1.2205846018810202,False,True,False,False,False,False,False,0,0,12,13430.0,7896.0,11123.0,11916.333333333334,12036.166666666666,3791.3317361229797,13827.366606069369,0.0730668012022211
2015,-0.4345240946267408,16130.0,1.411841244768275,1.6162591624385758,-0.5788827543808531,-0.7303330507193905,0.7157013168417102,Interpolated (Month),1.6448591680653175,-0.0055734456706894,True,False,False,False,False,True,False,0,0,12,7602.0,14717.0,15221.0,12387.333333333334,11643.166666666666,4358.561842320617,6687.836537744316,5.993538202402148
2015,-0.4345240946267408,4370.0,-1.4178731556717177,-1.4444875707480522,1.5812225074354402,1.7025223168615629,-0.7965271080430639,Official (Quarter),0.2213567300286755,1.2205846018810202,False,False,True,False,False,False,True,0,0,12,16130.0,13430.0,11775.0,9367.333333333334,10690.833333333334,6075.500089155896,-10457.718905095411,-0.5344960749206817
2015,-0.4345240946267408,10733.0,0.1901858822421657,0.4225732398226121,1.5812225074354402,1.4542717691492208,0.974794849052096,Official (Quarter),-1.059449534085703,1.2205846018810202,False,False,False,True,False,False,False,0,0,12,4370.0,7602.0,6410.0,10411.0,11163.666666666666,5886.6087860499065,9017.919099981536,0.17217866624815475
2015,-0.4345240946267408,10974.0,0.3474704888702389,-1.4519748542756092,1.5812225074354402,1.363246568321362,0.9927190245591102,Estimated (Region),1.702802462930722,-1.231731493222399,False,False,True,True,False,False,False,0,0,12,10733.0,16130.0,8239.0,8692.333333333334,10539.833333333334,3745.189492313211,8144.14867757211,-0.6143983762587083
2015,-0.4345240946267408,12077.0,0.7427947837384112,-0.4307474537348694,-0.5788827543808531,-0.6393078498915317,0.0628988806036502,Interpolated (Month),1.294604922983398,-0.0055734456706894,True,False,False,True,False,False,False,0,0,12,10974.0,4370.0,13598.0,11261.333333333334,10314.333333333334,716.5921666703346,6929.674172018135,-1.1942246417210185
2015,-0.4345240946267408,10896.0,0.0845469673427135,0.1919764383062126,-0.2428663803205408,-0.0848816266673007,0.160788098183028,Official (Quarter),0.0994163632223775,1.2205846018810202,True,False,False,False,False,False,True,0,0,12,12077.0,10733.0,10522.0,11315.666666666666,10863.333333333334,660.4864369033509,10046.591183318387,0.20978317548916472
2015,-0.4345240946267408,1504.0,-2.117672278594533,-1.4645492558929532,-1.298917841652951,-1.1689090183445283,-1.8776125688365437,Official (Quarter),1.7013610874365577,1.2205846018810202,False,False,False,False,False,True,False,0,0,12,10896.0,10974.0,18488.0,8159.0,8425.666666666666,5793.570488049658,-1345.6538457688796,8.670639793226862
2015,-0.4345240946267408,8123.0,-0.3173504155636468,1.1949125801442424,1.5812225074354402,1.7356223898898753,0.3426915791578392,Interpolated (Month),-0.0888272763154773,-0.0055734456706894,False,True,False,False,False,True,False,0,0,12,1504.0,12077.0,10084.0,6841.0,9051.166666666666,4825.459459989271,11899.223533120525,0.4367973389018594
2015,-0.4345240946267408,6406.0,-0.7922560263227397,1.1267839662033383,-0.5788827543808531,-0.4324323934645798,-0.8879885407249816,Interpolated (Month),0.8002131284850501,-0.0055734456706894,False,False,False,False,False,False,False,0,0,12,8123.0,10896.0,7896.0,5344.333333333333,8330.0,3434.842402983473,30836.032865877558,1.9852858993865412
