Year,Month,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Data_Reliability,Region_Europe,Region_Middle East,Region_North America,Model_Model 3,Model_Model S,Model_Model X,Model_Model Y
2020,-1.5932550136313832,11592.0,0.4054545154928272,0.29040558767532,0.6211757244059766,0.5522947791277109,0.684751674141606,Official (Quarter),-1.1418962123518999,1.2205846018810202,False,False,False,False,False,False,True
2025,0.7242068243779014,17854.0,1.838857214106283,-0.21250586291470036,-1.298917841652951,-1.2020090913728405,0.585163482580521,Interpolated (Month),-1.1309417585962513,-0.0055734456706894205,False,False,True,False,True,False,False
2022,-0.7242068243779014,10056.0,0.11905567954320123,-0.3048811677959129,1.5812225074354402,1.4956468604346111,0.8017543490151926,Estimated (Region),-0.3018625743529578,-1.231731493222399,False,False,True,False,True,False,False
2025,-1.013889554129062,5209.0,-1.1819462457296077,-0.9837522308201658,0.6211757244059766,0.7757202720688188,-0.7927327328172505,Estimated (Region),-1.4148927309466144,-1.231731493222399,False,True,False,False,False,False,False
2016,1.5932550136313832,5224.0,-1.1734951325376517,0.14970589164632,0.6211757244059766,0.7260701625263504,-0.8022469871148122,Estimated (Region),1.1735293814735985,-1.231731493222399,False,False,True,False,False,False,False
2022,-0.43452409462674085,12541.0,0.7611055289876496,-1.4283931915721477,1.5812225074354402,1.7356223898898753,1.6750269756128222,Official (Quarter),0.8229868612928457,1.2205846018810202,True,False,False,True,False,False,False
2017,-0.14484136487558028,6312.0,-0.8739501205116493,1.6347502278312804,-0.5788827543808531,-0.5400076308065948,-0.9407133666239695,Interpolated (Month),-1.4440085159287328,-0.0055734456706894205,False,False,True,False,False,True,False
2023,1.3035722838802226,12717.0,0.492782685143041,0.5987172509682576,-1.298917841652951,-1.2930342922006994,-0.24883452880663834,Estimated (Region),-0.5105737459079455,-1.231731493222399,False,False,True,False,True,False,False
2016,1.013889554129062,16449.0,1.7024656373138791,0.7096129461046373,-0.2428663803205408,-0.333132174379643,1.1068900761298508,Official (Quarter),0.062228875472939114,1.2205846018810202,False,False,False,False,True,False,False
2024,-1.5932550136313832,15387.0,1.2709893582356722,0.1611997466366783,0.6211757244059766,0.5026446695852423,1.5594967448567156,Official (Quarter),-0.17444498066883554,1.2205846018810202,False,True,False,False,False,True,False
2020,0.7242068243779014,9326.0,-0.12649610931196986,0.7516021728975225,0.6211757244059766,0.792270308582975,0.2538918723805964,Official (Quarter),1.4456610747718144,1.2205846018810202,False,True,False,False,True,False,False
2023,-0.43452409462674085,11531.0,0.3634337026772673,0.0439057641363687,-1.298917841652951,-1.1854590548586845,-0.3584466668597975,Estimated (Region),1.3142076297040322,-1.231731493222399,False,True,False,False,False,False,False
2024,-1.5932550136313832,3819.0,-1.5040275596008266,0.31696844571855143,-0.2428663803205408,-0.15108177272392537,-1.3251062299852803,Official (Quarter),-0.22662277355758245,1.2205846018810202,False,False,True,True,False,False,False
2015,-1.013889554129062,1899.0,-2.002643237926241,-0.7927196390805236,-1.298917841652951,-1.3013093104577775,-1.8302961434459908,Estimated (Region),-1.4388195641497414,-1.231731493222399,False,True,False,True,False,False,False
2023,-1.013889554129062,17330.0,1.9041185881997222,-0.8539082012493032,-0.2428663803205408,-0.08488162666730079,1.4998344418657557,Estimated (Region),-1.6112080732517893,-1.231731493222399,True,False,False,False,True,False,False
2019,0.43452409462674085,15165.0,1.3810885828753234,0.45696931536413704,-1.298917841652951,-1.3095843287148556,0.09594392454786041,Interpolated (Month),-1.2110822360717852,-0.0055734456706894205,False,False,False,False,False,False,True
2017,1.5932550136313832,13031.0,0.5878577085525479,-1.668359038129337,-1.298917841652951,-1.2102841096299186,-0.1476039957299027,Official (Quarter),0.10489359010020179,1.2205846018810202,True,False,False,False,True,False,False
2023,-0.14484136487558028,13583.0,0.7895106594383912,-1.4769889619555991,0.6211757244059766,0.7757202720688188,1.3200263621350505,Estimated (Region),1.222247873176351,-1.231731493222399,True,False,False,False,True,False,False
2022,0.14484136487558028,11182.0,0.23361521392305162,-1.3663611668339135,-1.298917841652951,-1.3840594930285581,-0.5253708605625547,Estimated (Region),-0.7028532368294603,-1.231731493222399,True,False,False,False,True,False,False
2019,-0.7242068243779014,11163.0,0.3892565485415779,-0.7835265432145052,-0.2428663803205408,-0.15935679098100344,0.1736719842109761,Estimated (Region),-1.531644145973921,-1.231731493222399,False,False,False,False,False,True,False
2023,-1.5932550136313832,9835.0,-0.181663098203906,0.39536125855268217,-0.2428663803205408,-0.16763180923808152,-0.101816646922887,Interpolated (Month),-0.26871093798717943,-0.0055734456706894205,False,False,True,False,True,False,False
2017,0.43452409462674085,7581.0,-0.5290977516509933,0.5499017926321258,0.6211757244059766,0.7012451077551162,-0.22326497038194126,Official (Quarter),-1.681258922268173,1.2205846018810202,False,False,False,False,False,True,False
2025,-1.5932550136313832,6076.0,-0.9178489584809773,-1.7077110154269208,1.5812225074354402,1.5866720612624698,-0.32106923926223346,Official (Quarter),1.0357338842314934,1.2205846018810202,False,False,True,False,False,True,False
2018,1.5932550136313832,8427.0,-0.28777151939180023,1.5389150862111323,-0.2428663803205408,-0.2007318822663938,-0.40318631504476027,Estimated (Region),0.8552736723621256,-1.231731493222399,False,False,True,False,False,False,False
2024,-0.43452409462674085,14312.0,0.971679099353891,-0.07612885042520942,-1.298917841652951,-1.3840594930285581,-0.08267487339564975,Estimated (Region),-0.34366246368372194,-1.231731493222399,False,False,True,False,False,False,False
2021,-1.3035722838802226,14163.0,0.9021921686644735,0.6591085745033278,0.6211757244059766,0.46126957829985205,1.237739388954353,Interpolated (Month),-0.23873032770856242,-0.0055734456706894205,False,True,False,True,False,False,False
2025,0.7242068243779014,11340.0,0.2664806541139923,-0.1852426873933539,-1.298917841652951,-1.235109164401153,-0.4163250471699648,Estimated (Region),-0.4099657364152788,-1.231731493222399,False,False,True,True,False,False,False
2025,1.3035722838802226,9171.0,-0.028134541883368818,0.6253914440825302,0.6211757244059766,0.7095201260121942,0.17571075298902514,Interpolated (Month),-0.973543554633512,-0.0055734456706894205,True,False,False,False,False,False,False
2024,0.7242068243779014,8409.0,-0.44106532256811637,0.9269872168401286,0.6211757244059766,0.7260701625263504,-0.006815685112412151,Official (Quarter),-0.6985291103469675,1.2205846018810202,False,False,False,False,False,True,False
2016,0.7242068243779014,14559.0,1.169575999932198,1.1466572763842888,-1.298917841652951,-1.3261343652290116,-0.004437121538021629,Official (Quarter),-1.1090328510849543,1.2205846018810202,True,False,False,False,False,True,False
2024,-1.3035722838802226,17392.0,2.176197482351867,-1.4438603169103084,-0.5788827543808531,-0.448982429978736,1.1877046051930684,Interpolated (Month),-1.2739262076173479,-0.0055734456706894205,False,False,False,False,False,False,False
2015,-1.013889554129062,5716.0,-0.9704336627864824,1.58392328274289,-1.298917841652951,-1.1854590548586845,-1.240214163365965,Interpolated (Month),-0.42985671823474586,-0.0055734456706894205,False,False,True,False,False,False,False
2015,-0.7242068243779014,7633.0,-0.5079699686711028,0.8902163244707582,-0.2428663803205408,-0.37450726566503334,-0.6318115805165263,Estimated (Region),1.4119328882083704,-1.231731493222399,False,False,False,False,False,False,True
2018,0.14484136487558028,7131.0,-0.5791001713700673,0.6458756060595093,-0.2428663803205408,-0.09315664492437885,-0.6258368553475221,Official (Quarter),-1.2171360131472753,1.2205846018810202,False,False,True,False,True,False,False
2025,-1.013889554129062,11956.0,0.7244840384891729,-1.329520690045142,1.5812225074354402,1.7356223898898753,1.4985885276125035,Estimated (Region),0.018699335549177878,-1.231731493222399,False,False,False,False,False,True,False
2017,-0.7242068243779014,5651.0,-1.1291267882798817,-1.7298771322271373,-0.5788827543808531,-0.5069075577782824,-1.0532420766790598,Interpolated (Month),1.634481264507335,-0.0055734456706894205,False,False,False,False,False,False,False
2018,0.43452409462674085,1240.0,-2.1878634687166136,1.384376540257957,-0.2428663803205408,-0.34140719263672104,-1.865210058770079,Official (Quarter),-1.6322521554665876,1.2205846018810202,False,False,True,False,False,True,False
2025,-0.43452409462674085,11008.0,0.23901453624013472,1.265407064344783,-0.5788827543808531,-0.672407922919844,-0.14788715806018735,Estimated (Region),0.17234996322709006,-1.231731493222399,False,False,True,False,False,True,False
2022,1.5932550136313832,8171.0,-0.37157839187869895,-1.205648991785161,-0.2428663803205408,-0.10143166318145692,-0.41329521023591975,Official (Quarter),1.3782047016449261,1.2205846018810202,True,False,False,False,False,False,False
2018,-1.3035722838802226,15273.0,1.2486878095346767,-1.5949385290929805,0.6211757244059766,0.6515949982126477,1.6490893061587555,Estimated (Region),-0.33443766052107055,-1.231731493222399,False,True,False,False,False,False,False
2021,-0.43452409462674085,9541.0,-0.17062970042551878,1.2401096486715175,0.6211757244059766,0.5522947791277109,0.1908033051931931,Official (Quarter),1.6558136218209663,1.2205846018810202,False,False,False,False,True,False,False
2018,-0.43452409462674085,5894.0,-0.9777110102573335,-0.35745169962186785,1.5812225074354402,1.6942472986044848,-0.3420232517032923,Estimated (Region),-0.13898714351239427,-1.231731493222399,False,False,False,False,True,False,False
2015,0.14484136487558028,4405.0,-1.4516776084395424,-1.203174271612318,-1.298917841652951,-1.350959420000246,-1.4764281792893574,Official (Quarter),-1.1542920416017126,1.2205846018810202,False,False,True,False,False,False,False
2021,0.43452409462674085,7933.0,-0.5225246636128051,0.03431404895349608,-0.2428663803205408,-0.2503819918088622,-0.5232754593184489,Official (Quarter),-0.7737689111423429,1.2205846018810202,False,False,True,False,True,False,False
2024,0.43452409462674085,11880.0,0.5676689381495416,-1.1255329705077184,-0.5788827543808531,-0.5813827220919852,0.06281393190456498,Estimated (Region),0.5329821118669927,-1.231731493222399,True,False,False,True,False,False,False
2020,-1.013889554129062,11918.0,0.7078165652494814,-1.1933161475094523,-1.298917841652951,-1.359234438257324,-0.4060745708136632,Interpolated (Month),-0.977579406017172,-0.0055734456706894205,False,False,True,False,False,True,False
2019,-1.5932550136313832,13075.0,0.7071123058168185,0.11757876520883818,1.5812225074354402,1.594947079519548,1.7416550719287833,Estimated (Region),0.3672239300381006,-1.231731493222399,False,False,True,True,False,False,False
2015,-0.7242068243779014,13598.0,1.0425745489086344,1.0604829373348474,0.6211757244059766,0.5274697243564767,1.150525391226704,Official (Quarter),-1.0963487467363087,1.2205846018810202,False,False,False,False,True,False,False
2019,-0.7242068243779014,13892.0,1.0512604152448115,0.8381612143799382,0.6211757244059766,0.4943696513281643,1.1973604406557727,Interpolated (Month),1.2012037909615527,-0.0055734456706894205,False,True,False,False,False,True,False
2017,0.43452409462674085,11311.0,0.3657812341194774,-1.3335217941607045,-1.298917841652951,-1.259934219172387,-0.43507039343480375,Estimated (Region),-1.3047716431924634,-1.231731493222399,False,False,True,False,True,False,False
2018,0.43452409462674085,6880.0,-0.7870914571498776,-1.0054461676315893,1.5812225074354402,1.8018225359464999,-0.008769505191375553,Interpolated (Month),0.5231807585066757,-0.0055734456706894205,False,False,False,False,False,False,False
2024,1.5932550136313832,10239.0,0.21976477841401232,0.4871704444789109,1.5812225074354402,1.5121968969487674,0.8633987883181445,Estimated (Region),-0.23728895221439814,-1.231731493222399,False,False,False,False,True,False,False
2022,1.013889554129062,8455.0,-0.34082572998574734,0.017734069936485332,-1.298917841652951,-1.2516592009153091,-0.8536126338284342,Estimated (Region),1.6552370716233007,-1.231731493222399,False,True,False,True,False,False,False
2020,0.7242068243779014,6496.0,-0.8662032667523563,1.3504779933151505,-0.5788827543808531,-0.6144827951202975,-0.9315672233557778,Interpolated (Month),0.8832363569489127,-0.0055734456706894205,True,False,False,True,False,False,False
2017,-1.5932550136313832,6113.0,-0.8934346314819928,-0.7651378663246334,-1.298917841652951,-1.359234438257324,-1.2345226005272447,Estimated (Region),1.6019061783392223,-1.231731493222399,False,False,True,False,True,False,False
2021,1.013889554129062,11128.0,0.28760843709388273,-0.31541276967226756,-1.298917841652951,-1.243384182658231,-0.4526547741454756,Official (Quarter),-0.8458376858505569,1.2205846018810202,False,True,False,False,False,True,False
2016,-1.5932550136313832,8067.0,-0.5096132406806498,-0.44407933146055056,-0.5788827543808531,-0.42415737520750174,-0.5684964834648956,Interpolated (Month),-1.571426109612855,-0.0055734456706894205,False,False,False,False,False,False,False
2016,1.013889554129062,6258.0,-0.8497705466568859,-0.7555307431631793,-1.298917841652951,-1.1937340731157626,-1.1606738647890276,Official (Quarter),-1.3209150487271033,1.2205846018810202,False,False,True,False,True,False,False
2023,1.5932550136313832,5649.0,-1.0434418906392149,-0.9902693087286449,1.5812225074354402,1.5287469334629233,-0.46338662646326123,Estimated (Region),-1.0262978977199246,-1.231731493222399,False,False,False,False,True,False,False
2015,1.5932550136313832,5719.0,-0.9788847759784386,-0.9349422398312723,-0.2428663803205408,-0.34140719263672104,-0.9919940646385061,Official (Quarter),-1.6025598202868034,1.2205846018810202,False,False,False,False,False,False,True
2016,1.013889554129062,9922.0,-0.06710356382405563,0.3468127061681107,1.5812225074354402,1.4625467874062987,0.746141267347302,Official (Quarter),-0.6725843514520105,1.2205846018810202,False,False,True,False,False,True,False
2021,-1.3035722838802226,7648.0,-0.5436524465926955,-1.164650348905607,-1.298917841652951,-1.2268341461440748,-0.9635079342118779,Interpolated (Month),-0.6682602249695176,-0.0055734456706894205,False,False,False,False,False,False,False
2022,0.7242068243779014,6952.0,-0.7492962009302958,0.9386644764787656,-0.2428663803205408,-0.333132174379643,-0.7486443579919422,Estimated (Region),-0.7780930376248357,-1.231731493222399,False,True,False,False,False,False,True
2024,0.14484136487558028,1492.0,-2.111568696844787,0.157321409318202,-0.5788827543808531,-0.45725744823581405,-1.8249443754036125,Interpolated (Month),0.17004376243642721,-0.0055734456706894205,True,False,False,True,False,False,False
2020,1.013889554129062,18392.0,2.1480271050453466,-0.8033590968069498,1.5812225074354402,1.5452969699770795,3.259829905749533,Interpolated (Month),-0.08162039884465597,-0.0055734456706894205,False,True,False,False,False,False,False
2017,-0.43452409462674085,8451.0,-0.2680522552772358,-1.695279261869349,-0.2428663803205408,-0.17590682749515957,-0.3875840706460802,Interpolated (Month),1.6463005435594822,-0.0055734456706894205,True,False,False,False,False,True,False
2020,0.7242068243779014,11467.0,0.5671994318610996,0.7698934316002325,1.5812225074354402,1.6942472986044848,1.3267939418288521,Official (Quarter),-0.9524994724187136,1.2205846018810202,False,False,True,True,False,False,False
2019,0.43452409462674085,11480.0,0.2955900439973969,-1.5009071150300217,-0.2428663803205408,-0.3248571561225649,0.14091010259705095,Interpolated (Month),1.4453727996729815,-0.0055734456706894205,False,False,True,False,True,False,False
2019,0.7242068243779014,9082.0,-0.16757790955064572,0.15400471767060606,0.6211757244059766,0.46126957829985205,0.03783901437346563,Estimated (Region),-0.41025401151411167,-1.231731493222399,True,False,False,False,True,False,False
2023,-1.5932550136313832,14836.0,1.2949341789462148,0.63724266476967,-0.5788827543808531,-0.42415737520750174,0.7224122640694546,Interpolated (Month),-0.9063754566054566,-0.0055734456706894205,True,False,False,False,False,False,True
2024,-1.013889554129062,8283.0,-0.5316800362374243,-0.7376540087874727,-0.5788827543808531,-0.49035752126412635,-0.5554427000387766,Interpolated (Month),-1.185714027374494,-0.0055734456706894205,False,False,True,False,False,True,False
2015,1.5932550136313832,10586.0,0.29371201884362885,0.03058730626300087,1.5812225074354402,1.3218714770359716,0.8606237974813556,Interpolated (Month),-0.7172669917711032,-0.0055734456706894205,False,False,True,True,False,False,False
2020,0.43452409462674085,10062.0,-0.020622441268296664,0.9269698207352788,-0.2428663803205408,-0.2669320283230184,-0.10682862016892393,Estimated (Region),-0.035208107932566166,-1.231731493222399,True,False,False,False,False,False,False
2021,1.3035722838802226,11748.0,0.6402076597138321,1.147105598857859,1.5812225074354402,1.479096823920455,1.2811764904200067,Official (Quarter),-0.8893672257743181,1.2205846018810202,False,True,False,False,True,False,False
2023,-1.5932550136313832,6197.0,-0.9349859380091107,-0.8915762355973801,-0.2428663803205408,-0.3496822108937991,-0.9014387514134989,Official (Quarter),-1.4858084052594969,1.2205846018810202,False,True,False,False,False,True,False
2023,1.3035722838802226,5365.0,-1.0849931971663327,-0.65700417560691,-1.298917841652951,-1.1771840366016064,-1.2911550665841598,Interpolated (Month),-1.0888535941666544,-0.0055734456706894205,False,False,True,False,False,True,False
2025,0.43452409462674085,11848.0,0.4195397041460875,0.9737280654149741,1.5812225074354402,1.7438974081469534,1.4710651491088427,Estimated (Region),-0.20327249055212113,-1.231731493222399,False,False,False,False,True,False,False
2022,-0.14484136487558028,10312.0,0.11201308521657109,1.0677888043403947,-0.2428663803205408,-0.1428067544668473,0.008560029422040464,Estimated (Region),0.30092065730654377,-1.231731493222399,False,False,True,False,False,False,True
2016,-1.013889554129062,5249.0,-1.1331175917316387,1.2668569054261614,1.5812225074354402,1.4294467143779865,-0.6064968681890854,Estimated (Region),-1.3791466186913401,-1.231731493222399,False,True,False,False,False,False,True
2025,1.5932550136313832,16501.0,1.9315847060735798,1.1580890024287533,0.6211757244059766,0.6019448886701793,1.9090323253599955,Interpolated (Month),0.8408599174204828,-0.0055734456706894205,True,False,False,True,False,False,False
2019,-1.013889554129062,13191.0,1.017455962476987,-1.7134900014581809,1.5812225074354402,1.719072353375719,1.8598187123565366,Official (Quarter),1.570484192566441,1.2205846018810202,False,True,False,False,False,False,True
2021,-1.013889554129062,6907.0,-0.8708983296367763,-1.3068794110667292,0.6211757244059766,0.8170953633542092,-0.3496686346209756,Official (Quarter),-0.6198300083655979,1.2205846018810202,True,False,False,True,False,False,False
2021,-0.7242068243779014,11164.0,0.2744622610175065,-0.022476280877567385,1.5812225074354402,1.7521724264040315,1.269255356315026,Official (Quarter),-0.2819715925334908,1.2205846018810202,True,False,False,True,False,False,False
2020,-1.3035722838802226,13825.0,1.215587616199515,-0.05032048630091305,1.5812225074354402,1.3466965318072057,1.7862531389486038,Official (Quarter),0.19829472212204707,1.2205846018810202,True,False,False,False,False,False,True
2020,-0.43452409462674085,5784.0,-1.05635331357137,-0.7355719435526787,0.6211757244059766,0.7095201260121942,-0.6673201367342121,Estimated (Region),-0.14186989450072285,-1.231731493222399,False,False,False,False,True,False,False
2019,-0.14484136487558028,12341.0,0.5150842338440365,0.48859245179252886,1.5812225074354402,1.487371842177533,1.4574450410221547,Official (Quarter),1.7411430510754917,1.2205846018810202,False,False,True,True,False,False,False
2021,1.013889554129062,12459.0,0.4979472543159031,1.3873139968198176,-0.5788827543808531,-0.5234575942924387,0.20561269506707644,Official (Quarter),1.340440663697822,1.2205846018810202,True,False,False,False,False,False,True
2016,1.013889554129062,12205.0,0.4728286678842556,-0.476037964196769,-0.5788827543808531,-0.5813827220919852,0.12216475633221205,Official (Quarter),-1.5523999530898867,1.2205846018810202,False,False,False,False,False,False,True
2020,-1.013889554129062,10062.0,0.18642983193462964,-0.7932370489419268,-0.2428663803205408,-0.28348206483717453,-0.11538012254351805,Official (Quarter),0.25796766758044826,1.2205846018810202,False,False,False,False,False,False,True
2020,-1.3035722838802226,11404.0,0.30756245435266816,-0.6404853314726586,0.6211757244059766,0.6184949251843354,0.6782106243120324,Interpolated (Month),1.5439628834738182,-0.0055734456706894205,False,False,True,True,False,False,False
2025,-0.14484136487558028,9808.0,-0.05700917862255242,0.7564367989511961,1.5812225074354402,1.37152158657844,0.667535404460304,Estimated (Region),-0.7746337364388415,-1.231731493222399,False,False,False,True,False,False,False
2019,0.7242068243779014,8123.0,-0.4802690976530242,1.5603495725445031,0.6211757244059766,0.5771198338989451,-0.14032672384158928,Interpolated (Month),0.9599175332384523,-0.0055734456706894205,False,True,False,False,False,True,False
2016,1.5932550136313832,9646.0,-0.18283686392501103,-1.6537577417811529,1.5812225074354402,1.6942472986044848,0.7814799261668167,Interpolated (Month),-0.12399683837308577,-0.0055734456706894205,False,False,True,False,True,False,False
2025,1.013889554129062,5013.0,-1.289228432638607,-1.489600640940479,-0.5788827543808531,-0.49035752126412635,-1.1679511366773412,Official (Quarter),-0.8464142360482225,1.2205846018810202,False,False,False,False,False,True,False
2021,0.43452409462674085,10980.0,0.24887416829741693,1.0131083735118855,-0.5788827543808531,-0.5400076308065948,-0.0782575410432102,Official (Quarter),-1.3188971230352733,1.2205846018810202,False,False,False,True,False,False,False
2022,1.3035722838802226,20337.625,3.0342202244796397,-1.3535844733687397,-1.298917841652951,-1.2268341461440748,1.0770164502848283,Estimated (Region),-1.2401980210539036,-1.231731493222399,False,True,False,False,False,False,True
2018,-0.43452409462674085,7086.0,-0.6206514778971851,0.2724413757437952,1.5812225074354402,1.487371842177533,-0.0603333655361968,Official (Quarter),1.0677324202019405,1.2205846018810202,False,True,False,False,False,False,False
2016,-0.7242068243779014,12146.0,0.4977125011716821,1.6593582607209083,1.5812225074354402,1.6363221708049382,1.4940012978618937,Official (Quarter),1.1349005182299958,1.2205846018810202,False,True,False,False,False,False,True
2019,-1.3035722838802226,17194.0,1.9536515016303544,0.5659524330301213,-0.5788827543808531,-0.7220580324623124,0.909214453358189,Interpolated (Month),-0.4361987704090687,-0.0055734456706894205,False,True,False,False,False,False,False
2023,-1.5932550136313832,18636.0,2.370103579478417,-0.9452173734189778,-0.2428663803205408,-0.333132174379643,1.534182032529275,Official (Quarter),-1.151697565712217,1.2205846018810202,False,False,True,True,False,False,False
2023,-0.43452409462674085,14130.0,1.259251701024622,-1.6279036507526787,-0.5788827543808531,-0.4986325395212044,0.5337695196338706,Official (Quarter),0.9146583427216939,1.2205846018810202,False,False,True,False,False,False,True
2020,-1.3035722838802226,19298.0,2.6001616608150018,1.7332539319354605,0.6211757244059766,0.5853948521560232,2.573359468440637,Interpolated (Month),-0.6022452273367936,-0.0055734456706894205,True,False,False,False,False,False,False
2019,-0.14484136487558028,6954.0,-0.8234781945041333,-1.0801037882385838,0.6211757244059766,0.48609463307108625,-0.4558545084776913,Estimated (Region),-1.5129062645497853,-1.231731493222399,False,True,False,False,True,False,False
2021,0.14484136487558028,1889.0,-2.0446640507418006,-0.16285290638791947,1.5812225074354402,1.710797335118641,-1.5396866438749313,Estimated (Region),0.33234264307932504,-1.231731493222399,True,False,False,False,True,False,False
2019,0.14484136487558028,13064.0,0.9158078510292917,1.5221601520824843,0.6211757244059766,0.800545326840053,1.2057137293991678,Interpolated (Month),-1.10557354989896,-0.0055734456706894205,False,True,False,False,False,False,False
2023,1.5932550136313832,8570.0,-0.2041994000491225,-1.2308703616286523,-0.5788827543808531,-0.672407922919844,-0.581776796755242,Estimated (Region),1.2741373909662652,-1.231731493222399,False,True,False,False,False,False,False
2015,-1.013889554129062,11364.0,0.397003402300871,-0.02142704723931238,-0.5788827543808531,-0.672407922919844,-0.08451542854249942,Official (Quarter),0.7889703996305687,1.2205846018810202,False,False,True,False,False,False,True
2020,-1.5932550136313832,16393.0,1.351040180415035,0.06794718103944444,-0.5788827543808531,-0.7220580324623124,0.7687093050709825,Interpolated (Month),0.2588324928769468,-0.0055734456706894205,False,False,False,False,True,False,False
